"Group.1" "Group.2" "V1" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()"
3 7 1 0.278587035957447 -0.0171327380404255 -0.105694592595745 -0.290946454276596 0.0126154050638298 -0.289257057976596 0.942454882978723 -0.16857065993617 -0.0210663910425532 -0.977360667234043 -0.966847191276596 -0.950692064893617 0.0417769756319149 0.00275043209787234 -0.0133778148085106 -0.241046169621277 -0.0728165169148936 -0.469840892680851 -0.0311328123357447 -0.066406171587234 0.0989230266489362 -0.429810047553191 -0.336837363638298 -0.336845657744681 -0.0787311536468085 -0.0243561472489362 -0.0763679891489362 -0.388281496168085 -0.503710664957447 -0.45267509632766 -0.143561187878723 -0.330887664446809 -0.143561187878723 -0.330887664446809 -0.209469586808511 -0.203680436808511 -0.241625464702128 -0.362925618542553 -0.454244153914894 -0.50762178142 -0.289129344395745 -0.020299925787234 -0.356482859744681 -0.293327009517021 -0.0362022907491489 -0.31136490116766 -0.299289397457447 -0.140875115680851 -0.45256617693617 -0.248980070425532 -0.061261473106383 -0.486510661382979 -0.299047785191489 -0.370959130448936 -0.317867004351064 -0.473334175531915 -0.32420754487234 -0.406065487659574 -0.253973243361702 -0.483934991595745 -0.195331644280851 -0.221859641893617 -0.392158220887234 -0.456509066851064
4 7 1 0.278063657708333 -0.0144192317245833 -0.103815015125 -0.3395996317875 -0.119474201760417 -0.269513111729167 0.941544556041667 -0.10839745919375 -0.00478482884583333 -0.981697306041667 -0.97192395625 -0.955865229375 0.09377732955 -0.0254387643189583 0.01288779956875 -0.290913679125 -0.206511138345833 -0.5170209776875 -0.0412965712666667 -0.0728000369895833 0.100615957270833 -0.4822616075 -0.394438328166667 -0.336753088541667 -0.0862575541875 -0.02019962048125 -0.0319126360916667 -0.457056038270833 -0.539972009791667 -0.478416521041667 -0.199672388894708 -0.3920511531875 -0.199672388894708 -0.3920511531875 -0.2823046713125 -0.290620378770833 -0.299222119104167 -0.439144557708333 -0.49368265595 -0.553244438541667 -0.345715917916667 -0.16519919908875 -0.392312667033333 -0.338595755541667 -0.153225369433333 -0.263744295 -0.3638070649375 -0.284111885916667 -0.510483568333333 -0.280336882499792 -0.176448936464583 -0.5246149640625 -0.395995783791667 -0.436353862458333 -0.30473173893125 -0.513025935416667 -0.377856749104167 -0.409846644375 -0.341870589041667 -0.517751256666667 -0.303074716979167 -0.278919887252083 -0.468373658354167 -0.517854480104167
5 7 1 0.263822943962264 -0.025249755053866 -0.109010725396226 -0.290401435107736 0.0520469083113208 -0.324193450028302 0.935457339622642 -0.210644563716981 -0.0348356311886792 -0.97830725754717 -0.962198640566038 -0.954736850188679 0.0755294471886793 0.0174290594584906 -0.0270535763488679 -0.236681716864151 -0.0477148077039623 -0.504372072811321 -0.0391521768866038 -0.0705530700135849 0.0849411092528302 -0.409914993264151 -0.350137109358491 -0.325658673830189 -0.0544891344396226 -0.0795506404433962 -0.0582947854339623 -0.350909796226415 -0.529031589188679 -0.416461045773585 -0.144528136283019 -0.324447660339623 -0.144528136283019 -0.324447660339623 -0.215401946113208 -0.199268136632075 -0.241199729962264 -0.372574028126415 -0.453558349 -0.520587287037736 -0.269096034654717 0.0169239925443396 -0.381274701358491 -0.300333509716981 0.00199750690566038 -0.348864485777359 -0.285120218603774 -0.136895913145283 -0.471907229660377 -0.25470372509434 -0.0158742965754717 -0.535539784528302 -0.276416421524528 -0.382823846622642 -0.280181732018868 -0.453671892684151 -0.337250152956604 -0.405380650792453 -0.24982302500566 -0.476887902641509 -0.192255528283019 -0.216441725186792 -0.401830018715094 -0.461981115566038
6 7 1 0.282715260576923 -0.0226733024459615 -0.114147689371154 -0.258994921748077 -0.0272423591346154 -0.294700199730769 0.948236889807692 -0.170542816096154 -0.0324462734117308 -0.979432190192308 -0.964207761346154 -0.940340816730769 0.0484975985576923 -0.0101323795195862 0.0219507785980769 -0.174187927115385 -0.0994131083325 -0.467486789019231 -0.0518561964173077 -0.0536566190523077 0.0833794072576923 -0.410871518673077 -0.365887376269231 -0.305899511461538 -0.0871971603384615 -0.0455364237365385 -0.0551137485386538 -0.337231974115385 -0.547513822692308 -0.457240038269231 -0.137747647353846 -0.310594186153846 -0.137747647353846 -0.310594186153846 -0.184396896884615 -0.179568351853846 -0.237078046692308 -0.368956011019231 -0.465012833192308 -0.528233176923077 -0.213461931865385 -0.0445951873448077 -0.347178060376923 -0.279364502173077 -0.0810902909038462 -0.324613469961538 -0.224009926751923 -0.171890274203846 -0.439916688480769 -0.196321963821154 -0.0819203847153846 -0.493838271576923 -0.297882700692308 -0.399804372884615 -0.291394795846154 -0.448726364807692 -0.351778262423077 -0.375762037115385 -0.233189510695577 -0.467278007884615 -0.171757545648077 -0.194784556026923 -0.413128660423077 -0.448732579596154
1 8 1.5 0.270128554791667 -0.021767229160625 -0.108452605666667 -0.30662340475 -0.0205947992458333 -0.244705286775 0.912845371875 -0.247172285604167 -0.104564031291667 -0.964646526666667 -0.953572590416667 -0.933566009375 0.0355393681979167 0.00805587103125 0.0226989228854167 -0.359586247 -0.19380986456875 -0.585749479441667 0.0462853987833333 -0.117360195597917 0.0683401958916667 -0.48439254125 -0.3935832474375 -0.322984074833333 -0.14272664219375 -0.031606113158125 -0.0480393253725 -0.5032665904375 -0.632228776041667 -0.522916757708333 -0.155752879883333 -0.338489558333333 -0.155752879883333 -0.338489558333333 -0.340360996854167 -0.32930888551875 -0.267726163541667 -0.392430808591667 -0.569594677083333 -0.622434908958333 -0.329003792854167 -0.0705296814083333 -0.389778970916667 -0.299522901083333 -0.0603473471979167 -0.233008621520833 -0.391988301375 -0.233776167125 -0.554746705166667 -0.384293479441667 -0.2063300065625 -0.615399309083333 -0.400095605322917 -0.473601634791667 -0.328182054583333 -0.513845284166667 -0.359321042416667 -0.385851225 -0.307691744229167 -0.461795802916667 -0.323785612345833 -0.344738351375 -0.463026002291667 -0.454397973791667
2 8 2 0.240373170073171 -0.0380378465829268 -0.129983631312195 -0.169689377421951 0.0964024042121951 -0.12393954385122 0.854560879268293 -0.31615735804878 -0.223803778556098 -0.929173377073171 -0.90009497 -0.878611907804878 0.0781470558268293 0.0330344674539024 0.0207917780243902 -0.272800600585366 -0.192626136121951 -0.537405392195122 0.174015467285366 -0.178014905707317 -0.0468557821219512 -0.436371730243902 -0.350110553536585 -0.12074234004878 -0.0867870373856097 -0.0705437048780488 -0.0755729472634146 -0.478613334878049 -0.616328833414634 -0.491928424539024 -0.0107584356926829 -0.223654534390244 -0.0107584356926829 -0.223654534390244 -0.27430517725122 -0.30189367897561 -0.111218264590244 -0.278067495512195 -0.541358736268293 -0.631282661219512 -0.236892146658537 -0.0122008639463415 -0.258150541609756 -0.146457171107317 0.0786747989414634 -0.125061399007317 -0.299956147190244 -0.219076469004634 -0.486459018536585 -0.310627567829268 -0.219878542170732 -0.587949677317073 -0.319331426658537 -0.406042602407317 -0.182030998653659 -0.47644564897561 -0.326985041439024 -0.186197886 -0.183652017970732 -0.370928984634146 -0.254494604414634 -0.376059675536585 -0.386127991668293 -0.336491235804878
3 8 1.84210526315789 0.268947351578947 -0.0251387947421053 -0.111070599578947 -0.2629653882 -0.0287881962184211 -0.218421090747368 0.886171076842105 -0.288418056315789 -0.132857649789474 -0.953499842105263 -0.935826630789474 -0.907874278421053 0.0694404343131579 -0.0124545722263158 0.0366207075552632 -0.372303673052632 -0.287594130597368 -0.609434253947368 -0.0966325708526316 -0.0220459877447368 0.0932032891842105 -0.492578264736842 -0.415541438657895 -0.333183449510526 -0.0918048502131579 -0.0562798499184211 -0.0404739186465789 -0.510912760947368 -0.668595359210526 -0.568925586052632 -0.120445581564474 -0.326292081368421 -0.120445581564474 -0.326292081368421 -0.372560197881579 -0.392270549394737 -0.262620044921053 -0.396990009473684 -0.597383454473684 -0.660115380526316 -0.323433608263158 -0.111623180005263 -0.357151346526316 -0.241726279381579 -0.0517684860078947 -0.211445604586842 -0.3973490155 -0.315552961881579 -0.569992113157895 -0.403534634263158 -0.307429357210526 -0.648146164210526 -0.385619224902632 -0.480794022236842 -0.349353409736842 -0.529351383421053 -0.387939228894737 -0.391312228526316 -0.299622394368421 -0.450490784210526 -0.362992025973684 -0.439700981631579 -0.478901453710526 -0.452532679473684
4 8 1.52173913043478 0.279251292369565 -0.0245153743934783 -0.111543793282609 -0.297385284021739 -0.0178105302 -0.241827890297826 0.908774872608696 -0.250440222 -0.102679118433696 -0.962318153695652 -0.941882117173913 -0.938632293695652 0.0706628843543478 0.0188088068991304 -0.040003406273913 -0.331488235565217 -0.202148104023913 -0.561163728130435 0.0171152560152174 -0.0995908394565217 0.0529604323913044 -0.495725529608696 -0.449944243973913 -0.343694371708261 -0.0913808133543478 -0.0189031480652174 -0.0329293258065217 -0.501640538695652 -0.643988399391304 -0.552610162608696 -0.143724113782609 -0.356619955413043 -0.143724113782609 -0.356619955413043 -0.322541304169565 -0.308580205054348 -0.304891242434783 -0.41474619673913 -0.579765355217391 -0.633483471673913 -0.325736456043478 -0.0840127495526087 -0.365046971543478 -0.287905154347826 -0.050815161373913 -0.239705914845 -0.366017921478261 -0.245390999873913 -0.529265216956522 -0.355780852866304 -0.210481776026087 -0.592235474517391 -0.398756212195652 -0.512366622413043 -0.362528919673913 -0.529141123630435 -0.422415061847826 -0.400681507258696 -0.314735768130435 -0.482999796521739 -0.293860348543478 -0.334824223804348 -0.483632621304348 -0.474578576326087
5 8 1.59259259259259 0.271827853107407 -0.0218640268462963 -0.109851567703704 -0.262065792183889 0.0256101561722222 -0.238469292981481 0.897679168518518 -0.260891949092593 -0.10805558605 -0.959850483148148 -0.948338660740741 -0.929853599074074 0.0559046173018519 0.0244426675333333 -0.00077435629462963 -0.297838945692593 -0.172929778642593 -0.552206542574074 0.0391597399974074 -0.1204532867 0.0482700321740741 -0.432255150396296 -0.41984287562037 -0.301973566359259 -0.109731765939444 -0.0347555415140741 -0.0735618209388889 -0.45273521762963 -0.62791153 -0.527217585074074 -0.110567189036852 -0.317329951925926 -0.110567189036852 -0.317329951925926 -0.291345039042759 -0.285087872314815 -0.25260325372963 -0.326813799203704 -0.552983230055555 -0.603076941851852 -0.307855498314815 -0.05830564485 -0.363199620655556 -0.246967118759259 0.000181804344444445 -0.23680701925 -0.3379297312 -0.222097021305556 -0.523250613703704 -0.320113648037037 -0.176536520189259 -0.580568192851852 -0.330808394333333 -0.479758177777778 -0.311116782240741 -0.468139500296296 -0.392999632003704 -0.364810105962963 -0.270852559588889 -0.45364679462963 -0.266377068 -0.318845853175926 -0.423949164351852 -0.384073870766667
6 8 1.53703703703704 0.258614597111111 -0.0243077040511111 -0.126757755462963 -0.287719707592593 -0.00550951303703703 -0.215609613127778 0.905711067407407 -0.224572123166667 -0.139993706414815 -0.951811780555556 -0.941046925185185 -0.916538009259259 0.0749343439074074 0.00673775358333333 -0.0122546109759259 -0.313256783759259 -0.203688773790741 -0.547936148153333 0.0356458023518519 -0.107209428597778 0.0300125412074074 -0.505234672962963 -0.385606415481482 -0.26919733637037 -0.118622791022222 -0.0106812885814815 -0.0354290308 -0.494527468888889 -0.595773599074074 -0.513598610555556 -0.12472077487037 -0.348510851537037 -0.12472077487037 -0.348510851537037 -0.303379786207407 -0.312831863388889 -0.262219060148148 -0.407150144444444 -0.544808451111111 -0.599761926481482 -0.314656752540741 -0.0726315782351852 -0.345183928807407 -0.279387954816667 -0.0370868149111111 -0.213174947287037 -0.35460677087037 -0.253185644 -0.512458136481482 -0.332396246424074 -0.205378347709259 -0.582275680555556 -0.390497049648148 -0.44557862247037 -0.275829135722222 -0.544331442777778 -0.360320775037037 -0.337529386944444 -0.309087388692593 -0.475439502592593 -0.294070967814815 -0.346223109556852 -0.460904386296296 -0.479181437648148
1 9 5 0.276550056923077 -0.0192792563823077 -0.110157649038462 -0.987257801346154 -0.921603615769231 -0.936748312307692 0.941957072307692 -0.181969838884615 -0.0556883851903846 -0.989597494615385 -0.969199433461538 -0.950156415384615 0.0776855986538462 0.00671308580805769 -0.000750508624423077 -0.983545872692308 -0.961524466346154 -0.980086543846154 -0.0288952729826923 -0.0623091318846154 0.0769231112115385 -0.930665732692308 -0.963984529615385 -0.953115998269231 -0.0946097087230769 -0.0441636448057692 -0.0527677471807692 -0.962615360769231 -0.983879038076923 -0.979777470384615 -0.949945195769231 -0.946296211923077 -0.949945195769231 -0.946296211923077 -0.976146281346154 -0.975906975 -0.931028113461538 -0.923727849038462 -0.978043527692308 -0.978239385576923 -0.985235770769231 -0.936933654230769 -0.955592409423077 -0.988241835961538 -0.918972915576923 -0.931866216923077 -0.983831546538461 -0.961976660384615 -0.976788895384615 -0.984730977307692 -0.963882563269231 -0.982052144038462 -0.936437140384615 -0.968966233269231 -0.959695050384615 -0.930736915576923 -0.9617466675 -0.955562425384615 -0.956405083653846 -0.948989997884615 -0.974122290961538 -0.977389464038461 -0.948329571923077 -0.923103981923077
2 9 5 0.278851276734694 -0.0119861698328571 -0.101235937979592 -0.985046951836735 -0.936024512040816 -0.949954550612245 0.945390590408163 -0.146385303918367 -0.00614387530612245 -0.98620771 -0.966877459591837 -0.961184170204082 0.0726866962653061 0.00827401397163265 -0.00320737854346939 -0.983508009387755 -0.971049853469388 -0.983990468571429 -0.0248602729932653 -0.0560696705306122 0.0683646079183673 -0.954313067755102 -0.966693129183673 -0.960354240612245 -0.0965863742857143 -0.0428126589795918 -0.0529231308530612 -0.974097627755102 -0.985048100204082 -0.978080753673469 -0.95688302244898 -0.948835957346939 -0.95688302244898 -0.948835957346939 -0.981628839387755 -0.977908163265306 -0.946884047959184 -0.936715192040816 -0.983218017959184 -0.978827363877551 -0.983504662857143 -0.948547506530612 -0.966592564693878 -0.985798195102041 -0.933779394346939 -0.945372006122449 -0.983464552653061 -0.970302738163265 -0.981293166326531 -0.985159325102041 -0.974264121428571 -0.985349559795918 -0.953747667142857 -0.972179322857143 -0.961146396326531 -0.955233086326531 -0.963971956326531 -0.96371517244898 -0.960006082244898 -0.950789831632653 -0.977280847959184 -0.977673980408163 -0.955463471632653 -0.936299323877551
3 9 5 0.277510510952381 -0.0170351794547619 -0.107843559738095 -0.989002324285714 -0.946359762142857 -0.961075345952381 0.913231053571429 -0.214846130738095 -0.0791809190238095 -0.992430858333333 -0.984567910952381 -0.975273358571429 0.075872188547619 0.0159127206761905 -0.00275921432547619 -0.985330976428571 -0.970980357857143 -0.983917987619048 -0.028329242847619 -0.0764672857142857 0.0851472211904762 -0.949135331904762 -0.964908038095238 -0.968685071904762 -0.093827588452381 -0.0424292371666667 -0.0561746836904762 -0.970708796190476 -0.982864497142857 -0.983906169047619 -0.967806616428571 -0.965648797380952 -0.967806616428571 -0.965648797380952 -0.981457341666667 -0.979870657380952 -0.951062867857143 -0.93642320047619 -0.98130261 -0.976814479761905 -0.986664614761905 -0.953704785714286 -0.970975793333333 -0.990089243333333 -0.94528696452381 -0.958277679761905 -0.985518909047619 -0.97092768047619 -0.981337942142857 -0.986468787380952 -0.973205607857143 -0.985093023333333 -0.950207703333333 -0.96848223452381 -0.970651548095238 -0.94954367452381 -0.963105785714286 -0.970849936666667 -0.969020688095238 -0.968283161666667 -0.97877309452381 -0.980399194285714 -0.953864479523809 -0.936565504523809
4 9 5 0.283914268 -0.011927471432 -0.10045304672 -0.979120748 -0.9055212024 -0.9397536186 0.9263270534 -0.21472479134 0.01198900058 -0.9789009294 -0.9509202496 -0.9561058522 0.0729831684 0.010032666486 0.0027207985604 -0.9749455752 -0.9530602276 -0.9762224552 -0.0230831034298 -0.0716330394 0.06296389729 -0.9338500624 -0.9598896084 -0.94557663 -0.10389500674 -0.04316332436 -0.045064115582 -0.9575549748 -0.9766650382 -0.9687261514 -0.9438824112 -0.936744724 -0.9438824112 -0.936744724 -0.9701962726 -0.9655906984 -0.9313574276 -0.9249926648 -0.9724037912 -0.9682960136 -0.9766360234 -0.9214369682 -0.955246495 -0.9804514216 -0.9036221566 -0.9360571976 -0.9751008526 -0.9531022262 -0.9724515692 -0.9771013662 -0.9565587558 -0.978685808 -0.928178853 -0.962494639 -0.94622829 -0.9362271412 -0.9587949204 -0.9504534408 -0.9466850882 -0.9411064862 -0.9651250226 -0.9653521812 -0.940433071 -0.9281577812
5 9 5 0.275879318444444 -0.018207580774 -0.104912566 -0.990165232 -0.959332272444444 -0.954062248888889 0.928933181111111 -0.178642638888889 -0.0399243841333333 -0.989813871111111 -0.980000366666667 -0.960380607111111 0.0762428187333333 0.00669959653488889 -0.0103224797029111 -0.988144400666667 -0.975938411333333 -0.986252837777778 -0.0264066983666667 -0.0659994212666667 0.0901030996 -0.962183034444444 -0.972757327333333 -0.972063831777778 -0.104785117355556 -0.0408248024 -0.0560280214644444 -0.977376816222222 -0.986234458666667 -0.984501738222222 -0.969371387333333 -0.964653514666667 -0.969371387333333 -0.964653514666667 -0.985466981777778 -0.982884873333333 -0.960237714888889 -0.948437233777778 -0.985001268444444 -0.981988008444444 -0.988534521777778 -0.963188385555556 -0.967833769333333 -0.990933487555556 -0.959167284 -0.950083315111111 -0.987834031111111 -0.975664153777778 -0.983726047777778 -0.989660339111111 -0.978138510444444 -0.987443673111111 -0.959585208666667 -0.975437316222222 -0.971839418666667 -0.963409240888889 -0.971466215555556 -0.974829980888889 -0.97070556 -0.966260844222222 -0.982360505333333 -0.982389231555556 -0.960968937111111 -0.949676068444444
6 9 5 0.2767206698 -0.01921572913 -0.11149238158 -0.981321916 -0.9252728984 -0.9407051452 0.9257444328 -0.22055613434 0.045794525148 -0.9876175862 -0.9747666082 -0.955686779 0.07668788616 0.011028652566 -0.0062162582932 -0.9759074216 -0.9541382528 -0.9764430408 -0.027867297454 -0.07766320311 0.08805723232 -0.9294396616 -0.947495137 -0.9507125 -0.10573518568 -0.035690349038 -0.0535044365638 -0.9582004008 -0.9706827184 -0.9698751144 -0.9540641206 -0.942027265 -0.9540641206 -0.942027265 -0.9715181746 -0.9635660068 -0.9328866916 -0.9021480698 -0.9699690212 -0.9615779096 -0.9777640422 -0.9355132278 -0.9546531108 -0.9830307804 -0.9243562534 -0.9374040206 -0.9760055582 -0.9550616274 -0.9726879926 -0.9780342748 -0.956482767 -0.978862764 -0.926330213 -0.950536216 -0.9504133118 -0.9312772302 -0.9462836172 -0.955492603 -0.9485185588 -0.9467194628 -0.962735067 -0.9640047644 -0.9244914096 -0.9050717386
1 10 5.66037735849057 0.268748410358491 -0.0167693696396226 -0.098918479509434 -0.956523968490566 -0.936392604716981 -0.926849836415094 0.0516595179056604 0.431240999113208 0.331934951509434 -0.924023982358491 -0.966490781886792 -0.929792382641509 0.0830625135471698 0.0142624765754717 -0.0146664595515094 -0.979919882830189 -0.966770616603774 -0.975559631698113 -0.0183874984867925 -0.0884321192471698 0.126502573943396 -0.953698566792453 -0.960678849622641 -0.958414228490566 -0.0998763967773585 -0.0399943688660377 -0.0637947303849057 -0.970378523207547 -0.978260176603774 -0.98128100490566 -0.938410321132075 -0.914352517622641 -0.938410321132075 -0.914352517622641 -0.976778408679245 -0.970107100377358 -0.92941965509434 -0.932093980943396 -0.979912945471698 -0.973625663018868 -0.961606609622642 -0.948238233584906 -0.946792415849057 -0.954932025660377 -0.934684342830189 -0.922493572075472 -0.979420043018868 -0.967051546792453 -0.971860689245283 -0.982495465849057 -0.969020411698113 -0.977998967358491 -0.952426914716981 -0.963978718301887 -0.959140953584906 -0.955107701886793 -0.959418516415094 -0.962240579622642 -0.934072249433962 -0.918401221298113 -0.969862999811321 -0.969432640754717 -0.949918715471698 -0.93335156
2 10 6 0.288693399574468 -0.0172595183042553 -0.114953577425532 -0.967606093191489 -0.962283754680851 -0.963130607659574 -0.350561385808511 0.729228721914894 0.609636753489362 -0.963505971914894 -0.987794205319149 -0.96948532 0.0772330083191489 0.0137442556834043 -0.000261326304893617 -0.978900482765957 -0.965221872978723 -0.977825303404255 -0.00664274298297872 -0.0884591464574468 0.144659936957447 -0.970175021489362 -0.958089505531915 -0.956940929574468 -0.105072755680851 -0.0396046275417021 -0.0658026133617021 -0.973770940638298 -0.97834051 -0.979607628297872 -0.961156183617021 -0.960147008723404 -0.961156183617021 -0.960147008723404 -0.975841069361702 -0.972642579574468 -0.937112834042553 -0.937152450212766 -0.97922998 -0.976071187021277 -0.97121451 -0.962227802340425 -0.96712442106383 -0.96655592212766 -0.964191974893617 -0.963149963617021 -0.978968504680851 -0.965801463191489 -0.974832677021277 -0.980791476170213 -0.96711994787234 -0.979427465957447 -0.963056174468085 -0.963957753829787 -0.955596530425532 -0.972699972978723 -0.955408415957447 -0.96143650212766 -0.965533599787234 -0.962733988723404 -0.972284584042553 -0.972083844893617 -0.95208887787234 -0.938633461489362
3 10 6 0.279455523157895 -0.0196026622815789 -0.103975137668421 -0.965818452631579 -0.946126586052632 -0.960688572105263 -0.353440602263158 0.456604366842105 0.642008843947368 -0.961407323684211 -0.969987500263158 -0.966901816315789 0.0749529155263158 0.0228942846315789 -0.00360440437842105 -0.978824028157895 -0.967508558421053 -0.978169452105263 -0.000458167778947368 -0.132042105210526 0.137508517578947 -0.966726382894737 -0.952381974473684 -0.958820611578947 -0.105630891078947 -0.0278049437184211 -0.0694690781578947 -0.972104127631579 -0.976585873684211 -0.986255638947368 -0.959209315 -0.943883749473684 -0.959209315 -0.943883749473684 -0.979305915526316 -0.969333766315789 -0.921942601052632 -0.922301966578947 -0.980941493947368 -0.971096431578947 -0.970703983157895 -0.950051267368421 -0.966404162894737 -0.964230066842105 -0.947107526842105 -0.960056258684211 -0.978995564736842 -0.968070234210526 -0.974669316315789 -0.980617351578947 -0.969344732368421 -0.980342710526316 -0.958806303157895 -0.958178690526316 -0.958867188157895 -0.969415384210526 -0.949818400789474 -0.962630245789474 -0.952311062105263 -0.947429511315789 -0.969989288947368 -0.967690614473684 -0.941128897368421 -0.923903378421053
4 10 5.55555555555556 0.276999130351852 -0.0145334827759259 -0.125457342074074 -0.974705277222222 -0.940185505925926 -0.945757473925926 0.242093537425926 0.320757680222222 0.294488561611111 -0.975041484074074 -0.969841268148148 -0.940980478333333 0.0738577160037037 -0.00044309343537037 0.00357493541833333 -0.98193308037037 -0.969165578518518 -0.979910905185185 -0.0273498092074074 -0.0776116735925926 0.102006773314815 -0.952224886481482 -0.964690670555556 -0.955451844814815 -0.097399699037037 -0.0386339692777778 -0.0598516822592593 -0.968833799074074 -0.982468848703704 -0.980719593518519 -0.945385613740741 -0.937321317592593 -0.945385613740741 -0.937321317592593 -0.979465877222222 -0.974910119814815 -0.947179365740741 -0.930257842 -0.98176485037037 -0.975266332777778 -0.977551471666667 -0.950400565555556 -0.960271232777778 -0.974049529259259 -0.939005732185185 -0.94216552687037 -0.981691264259259 -0.969036086481481 -0.976764540555556 -0.983932900925926 -0.971698399074074 -0.981718465925926 -0.949187625537037 -0.969147752962963 -0.958130398333333 -0.953892082592593 -0.962710376111111 -0.958828032222222 -0.954775859814815 -0.938445373148148 -0.974648418333333 -0.97431694037037 -0.948381815740741 -0.931120065259259
5 10 5.47727272727273 0.253087911818182 -0.0104297076068182 -0.103006239613636 -0.959621622204545 -0.929423647363636 -0.943323740454545 0.35391307 0.301938454022727 0.251781454204545 -0.938275775454545 -0.957245930909091 -0.954226812727273 0.0881284476363636 0.00650261869954545 -0.00694498470727273 -0.973982919772727 -0.960262098409091 -0.975940594318182 -0.0186384291568182 -0.08946879175 0.104253312272727 -0.954557885909091 -0.9623400175 -0.9544894925 -0.103113214025 -0.0449513084613636 -0.0563908813363636 -0.967672750454545 -0.9805781075 -0.973343146590909 -0.941927042431818 -0.923054334318182 -0.941927042431818 -0.923054334318182 -0.972313755454545 -0.965782255 -0.938234614318182 -0.937446106590909 -0.977998363409091 -0.974527747045455 -0.960742517727273 -0.939290126136364 -0.957108674318182 -0.959614126438636 -0.928676821954545 -0.940403846363636 -0.973666626363636 -0.960749016590909 -0.972119061818182 -0.976892623181818 -0.962731037727273 -0.978451686818182 -0.949817644090909 -0.965924298181818 -0.954761078636364 -0.956989233863636 -0.960895850227273 -0.9588903825 -0.935969373409091 -0.928237396136364 -0.965171000909091 -0.965527058636364 -0.952802655227273 -0.939230252272727
6 10 5.46551724137931 0.283253369310345 -0.0185094670465517 -0.110643527517241 -0.982353985689655 -0.962574141551724 -0.963379541724138 0.323641545931035 0.20042436 0.25875886137931 -0.975952765 -0.981865598103448 -0.971695892241379 0.0762108581896552 0.0095673331687931 -0.00434980450172414 -0.986530839310345 -0.976231273965517 -0.981599851551724 -0.0223282763568966 -0.112001399758621 0.113089569568966 -0.968855189310345 -0.97044512137931 -0.969123949655172 -0.100660470598276 -0.0360526945017241 -0.0595358897808621 -0.97888221637931 -0.986344565517241 -0.988555037586207 -0.970208919655172 -0.966341279827586 -0.970208919655172 -0.966341279827586 -0.982971110862069 -0.981143640517241 -0.949264461206897 -0.952143399482759 -0.986323392241379 -0.984320978275862 -0.984282578793103 -0.965779381724138 -0.970832880172414 -0.981929054655172 -0.962676193103448 -0.961781133448276 -0.986851549310345 -0.976459487068966 -0.979321152931034 -0.987486055517241 -0.977709701896552 -0.98240933137931 -0.966687397068966 -0.974670800344828 -0.970542627758621 -0.970090437068965 -0.968473621034483 -0.971638610689655 -0.970718559310345 -0.968865000689655 -0.980382331896552 -0.981010339827586 -0.964238830689655 -0.953097417241379
